"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201310","172","34.92741617357","2.15235970216216","63","23.1261904761905","0","109","41.9413522012579","3.39638411717332"
"201311","371","33.4644927536232","1.6805002902228","117","26.4465811965812","0","254","36.7357901726428","2.45458900658528"
"201312","200","27.4541876046901","1.46164724941955","75","11.2650900900901","0","125","37.0381333333333","2.33863559907127"
"201401","208","26.4662561576355","1.46080926077308","76","8.79890350877193","0","132","37.038845144357","2.3018812594"
"201402","231","31.2995575221239","1.771963152136","81","20.561316872428","0","150","37.2981609195402","2.72882325428944"
"201403","422","40.7512301587302","2.04826253194679","127","31.7299212598425","0","295","44.6614903299204","2.93005691010694"
"201404","545","39.3955801104972","1.99606312637173","148","33.963963963964","0","397","41.4307172995781","2.7401874152962"
"201405","930","47.2791621524016","2.22652883519503","257","39.837224383917","0","673","50.1509009009009","3.07677833095302"
"201406","799","45.5715846994536","2.12011584544858","223","41.3171150971599","0","576","47.2360526315789","2.94092458422467"
"201407","787","42.9573479005998","2.11842313319057","202","38.1296204620462","0","585","44.6504050925926","2.84991283046321"
"201408","532","39.1465145754119","2.05931200341372","143","28.7977855477855","0","389","43.0104003481288","2.8163341537689"
"201409","646","42.1954309449637","2.08640074134484","159","43.1088050314465","0","487","41.8947550034507","2.76758702034655"
"201410","609","40.5051790633609","2.27176943205937","154","29.667316017316","0","455","44.2059127864006","3.04067600906408"
"201411","375","32.6708444444444","1.93163496889757","112","20.2794642857143","0","263","37.9477820025349","2.7542323701011"
"201412","152","21.9769574944072","1.15441486783325","75","6.73488888888889","0","77","37.425","2.27884493390459"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
