"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201301","103","24.0404290429043","1.19283784033294","25","4.14866666666667","0","78","30.5837719298246","1.57515766095247"
"201302","180","16.8876404494382","1.07326249464334","44","2.06098484848485","0","136","21.7560945273632","1.42049447820442"
"201303","407","21.3077694235589","1.28678593224033","61","21.8385245901639","0","346","21.2119822485207","1.51364703590119"
"201304","446","22.3583708708709","1.32420026206208","66","21.8207070707071","0","380","22.4522486772487","1.55419293915707"
"201305","679","24.0885432098765","1.41673232451302","94","12.761170212766","0","585","25.9211990820425","1.64437820229802"
"201306","1412","24.9707560627675","1.18185351443355","280","22.1392857142857","0","1132","25.6773618538324","1.47418477242064"
"201307","699","24.3188457854406","1.17701594490481","121","19.121349862259","0","578","25.4125797101449","1.42341547662363"
"201308","690","27.9918024691358","1.25241787387431","110","13.0730303030303","0","580","30.8963421828909","1.48994540167806"
"201309","724","31.5907537453184","1.28904891494661","132","15.2627226463104","0","592","35.2722891566265","1.57647198381984"
"201310","836","24.7908384458078","1.26028568776163","150","11.912","0","686","27.6958395989975","1.53585836001271"
"201311","447","27.3434831460674","1.12280254632438","107","11.4147975077882","0","340","32.3859960552268","1.47615511237353"
"201312","294","15.4862643678161","1.07667691604753","81","5.34259259259259","0","213","19.4175438596491","1.48611743341772"
"201401","346","16.6543352601156","0.997674375487944","102","6.32924836601307","0","244","20.9705601092896","1.41473497507717"
"201402","455","21.5370288248337","1.22307502570673","102","14.8888888888889","0","353","23.4800382043935","1.57648480650585"
"201403","575","23.8982345900658","1.30901888827897","120","10.3288888888889","0","455","27.6243707093822","1.65425463903386"
"201404","748","22.0452898550725","1.36703711354601","142","14.7086854460094","0","606","23.7991582491582","1.6873659421327"
"201405","934","25.7706453978731","1.3269356824187","215","12.2963223787167","0","719","29.8942528735632","1.72372451652165"
"201406","962","25.4926200564972","1.27158490369446","185","18.5956756756757","0","777","27.1736934563022","1.57434321409791"
"201407","979","27.3208333333333","1.22964698805019","181","10.1729281767956","0","798","31.2646336298179","1.50855188132975"
"201408","636","27.23824","1.21023679450346","138","11.9307785888078","0","498","31.5356215846995","1.54560361707671"
"201409","825","25.3082422033212","1.29693633727143","188","18.6896613190731","0","637","27.2542714884696","1.67970561734526"
"201410","742","29.5444670280036","1.32327695067099","166","12.7353413654618","0","576","34.4226398601399","1.70463801631575"
"201411","411","19.6896093100582","1.07611356619518","108","4.88456790123457","0","303","25.1467576791809","1.45967879771029"
"201412","264","12.751711026616","0.841868392826355","109","7.71238532110092","0","155","16.3185064935065","1.43389197229779"
