"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201301","69","22.0685990338164","1.23620884370697","27","4.19753086419753","0","42","33.5571428571429","2.03091452894717"
"201302","124","22.1720430107527","1.53240219003288","40","4.60041666666667","0","84","30.5394841269841","2.26211751861997"
"201303","277","29.3107487922705","1.63554144690602","78","20.75","0","199","32.683164983165","2.27660794368326"
"201304","297","26.9084736251403","1.93131011697688","61","15.4718579234973","0","236","29.8645480225989","2.43050468111074"
"201305","417","28.9507263922518","1.82015426356389","119","18.3","0","298","33.2617346938775","2.54699438894678"
"201306","610","30.6047697368421","2.01932658175791","110","9.38757575757576","0","500","35.2912985274431","2.46357842974466"
"201307","225","26.8742222222222","2.15147386229349","43","9.03914728682171","0","182","31.0880036630037","2.65978911547272"
"201308","233","23.9719827586207","1.84310933297534","48","9.88194444444444","0","185","27.6476449275362","2.3213214842338"
"201309","237","30.8689265536723","1.91861692468491","43","18.5802325581395","0","194","33.6068221070812","2.34387737706352"
"201310","318","25.8820230607966","1.71751127678526","79","21.6864978902954","0","239","27.2688284518828","2.28522420927913"
"201311","238","28.800700280112","1.83396255439343","71","27.162441314554","0","167","29.4972055888224","2.6136711853032"
"201312","161","29.786231884058","1.85405123760123","44","4.71628787878788","0","117","39.214245014245","2.55130127567349"
"201401","194","19.040932642487","1.17067904351255","94","6.51666666666667","0","100","30.9326599326599","2.27111734441434"
"201402","203","23.6031509121061","1.51360905709698","68","13.0573529411765","0","135","28.9949874686717","2.2760195451162"
"201403","295","24.6709328782708","1.73661292099286","97","14.7450171821306","0","198","29.5832482993197","2.58737783683279"
"201404","370","28.7862691960253","1.97654930135315","91","14.3309523809524","0","279","33.5180455635492","2.62123025627479"
"201405","517","29.1322330097087","1.69335412545804","171","22.2140350877193","0","346","32.5712209302326","2.53024301405147"
"201406","442","27.7075342465753","1.58990273702554","142","17.2173708920188","0","300","32.7399774774775","2.34245669921764"
"201407","421","25.7030555555556","1.71562407495813","98","17.6270408163265","0","323","28.1609730848861","2.23615398005378"
"201408","390","23.8238773747841","1.64584631022513","90","9.75203703703704","0","300","28.1024774774775","2.13960020329267"
"201409","369","24.6852303523035","1.9182438895784","89","10.4908239700375","0","280","29.1970238095238","2.52797141162296"
"201410","360","24.524930362117","2.00443229579973","104","11.8020833333333","0","256","29.7138562091503","2.81873291596837"
"201411","235","25.5972340425532","1.24601765927246","107","22.6961059190031","0","128","28.0223958333333","2.28761054632053"
"201412","115","15.962134502924","1.01932314329357","60","3.68138888888889","0","55","29.6074074074074","2.13131202688655"
