"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201301","57","56.9970238095238","1.3187814063354","24","5.71388888888889","0","33","95.459375","2.2778951563975"
"201302","121","28.8658402203857","1.32331291155081","52","10.4458333333333","0","69","42.7475845410628","2.32059220721229"
"201303","282","40.8935483870968","1.72798866403554","88","41.1282196969697","0","194","40.785427574171","2.51181857349496"
"201304","316","39.1169312169312","1.57472081443775","97","36.0134020618557","0","219","40.4978593272171","2.27219989663163"
"201305","565","45.0862989323843","1.97036085026867","158","48.8629746835443","0","407","43.6092821782178","2.73526751941474"
"201306","930","37.2310295176386","1.6824280485653","268","39.3011194029851","0","662","36.38789260385","2.36353185070352"
"201307","360","38.0304166666667","1.80850758101216","81","34.0236625514403","0","279","39.1936678614098","2.33355816904795"
"201308","387","47.3997402597403","2.20185614935459","80","43.2733333333333","0","307","48.4820765027322","2.77562973876295"
"201309","481","38.1635069444444","1.61703566040107","117","52.2223646723647","0","364","33.6321395775941","2.13679712267284"
"201310","455","38.4469162995595","1.78942152460252","116","46.7497126436782","0","339","35.5974358974359","2.40173095484999"
"201311","204","30.828855721393","1.23616834809136","78","30.3034188034188","0","126","31.1620596205962","2.00141542071935"
"201312","130","20.8771002710027","1.41692095923591","51","8.98660130718954","0","79","29.299537037037","2.33164208481859"
"201401","131","12.6299479166667","0.982190354860503","61","2.95846994535519","0","70","21.4353233830846","1.83809909266751"
"201402","171","24.6496078431373","1.3463711311524","64","16.7416666666667","0","107","29.424213836478","2.15167722829029"
"201403","225","36.9715151515151","1.53393647978417","74","22.4668918918919","0","151","44.3231735159817","2.28566694007575"
"201404","314","26.1271367521368","1.12177389308428","104","19.3737179487179","0","210","29.5038461538462","1.67731905918317"
"201405","369","32.2324704813806","1.38937161115754","123","37.8285907859079","0","246","29.4114754098361","2.08405741673632"
"201406","337","31.713622754491","1.39987113939966","105","21.492380952381","0","232","36.4002183406114","2.03343350852451"
"201407","329","25.8966360856269","1.31443121234847","107","21.6978193146417","0","222","27.9387878787879","1.94796337325516"
"201408","237","24.1721985815603","1.02758966776324","93","17.3270609318996","0","144","28.6552816901408","1.69124132819366"
"201409","272","25.9171586715867","1.39262722840965","96","21.2138888888889","0","176","28.4972380952381","2.15224208026945"
"201410","279","25.114861612515","1.14156319131716","101","10.4658415841584","0","178","33.5214015151515","1.78930410324431"
"201411","154","16.1064935064935","0.941102061805855","77","7.50367965367965","0","77","24.7093073593074","1.88220412361171"
"201412","112","20.9440909090909","0.394951926860064","76","9.22666666666667","0","36","46.0528571428571","1.22873932800909"
