"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201301","39","41.7802631578947","1.22230173587792","21","8.97460317460317","0","18","82.3049019607843","2.6483204277355"
"201302","42","16.5392857142857","1.03417176100003","23","1.11521739130435","0","19","35.2105263157895","2.28606389273691"
"201303","114","32.7789085545723","1.53953174750727","54","19.4716049382716","0","60","44.9584745762712","2.92511032026382"
"201304","193","40.9909649122807","1.35721313179174","80","38.66625","0","113","42.6816666666667","2.31807198615758"
"201305","257","45.1034640522876","1.52841043493581","101","49.8315181518152","0","156","42.0025974025974","2.51795821652886"
"201306","322","37.4150103519669","1.7115025027358","94","16.4659574468085","0","228","46.0519005847953","2.41712195561811"
"201307","151","40.8496688741722","1.67058564567514","50","37.0643333333333","0","101","42.723597359736","2.49760824254402"
"201308","156","41.3450537634409","2.28484606579185","57","23.3497076023392","0","99","51.8117346938776","3.6003634976114"
"201309","124","42.3135752688172","1.57420454729374","48","25.0184027777778","0","76","53.2368421052632","2.56843899821611"
"201310","148","41.4410430839002","1.48846673209637","65","30.4853846153846","0","83","50.125406504065","2.65413345000316"
"201311","100","24.0006734006734","1.73733395327679","45","10.1077777777778","0","55","35.5780864197531","3.1587890059578"
"201312","66","17.1538461538462","1.53055308440596","31","3.17365591397849","0","35","29.9004901960784","2.88618581630837"
"201401","110","25.4042452830189","1.73469817795348","58","6.85775862068965","0","52","47.8145833333333","3.66955383797852"
"201402","154","22.4470394736842","1.24167525698429","69","16.5661835748792","0","85","27.3359437751004","2.24962340677153"
"201403","138","28.3743961352657","1.35494088304822","67","15.8845771144279","0","71","40.1605633802817","2.63354706845992"
"201404","247","29.5640816326531","1.78193824423026","109","16.4235474006116","0","138","40.0958333333333","3.18941120525271"
"201405","335","31.3018962075848","1.53874565258245","141","22.2114657210402","0","194","37.943091537133","2.65711233822228"
"201406","290","36.3630911188005","1.43845752122585","112","24.0200892857143","0","178","44.173352165725","2.34355438851402"
"201407","322","30.278443743428","1.50811116724584","120","25.3243055555556","0","202","33.296192893401","2.40401879135229"
"201408","242","30.7023611111111","1.36349944142679","90","28.9955555555556","0","152","31.7264444444444","2.17083463700844"
"201409","124","24.3953551912568","1.63305224143124","43","18.1085271317829","0","81","27.8172995780591","2.49998120910462"
"201410","226","25.5840807174888","1.20360346827495","93","13.0236559139785","0","133","34.5696153846154","2.04522093105368"
"201411","182","24.157962962963","1.14013347133145","89","16.5552434456929","0","93","31.5935897435897","2.23122894389596"
"201412","105","12.9535947712418","0.713627592520996","76","5.88530701754386","0","29","33.6147435897436","2.58382404188637"
