"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"201310","101","32.5739273927393","1.45320804268384","48","14.4079861111111","0","53","49.0261006289308","2.76932098700128"
"201311","156","38.7149237472767","1.21402377186306","95","26.4612280701754","0","61","58.785632183908","3.10471653132193"
"201312","57","22.4223270440252","1.79116559038962","41","10.9910569105691","0","16","61.4791666666667","6.38102741576301"
"201401","84","14.9867521367521","1.18926555135914","57","4.36578947368421","0","27","43.8150793650794","3.69993727089509"
"201402","91","32.207196969697","1.21993081318491","58","21.0862068965517","0","33","53.7077777777778","3.36405163635839"
"201403","138","35.156038647343","1.15394694583193","70","19.2766666666667","0","68","51.5024509803922","2.34183350771774"
"201404","166","27.8993827160494","1.6090005090683","98","22.8290816326531","0","68","35.66328125","3.92785418390203"
"201405","238","29.3215395480226","0.858361072802204","128","25.0055989583333","0","110","34.4367283950617","1.85718123024477"
"201406","201","31.8628140703518","0.886209486297134","112","19.5815476190476","0","89","47.6731800766284","2.00143940163735"
"201407","218","28.5036866359447","1.42120497951919","89","23.1044943820225","0","129","32.2578125","2.40172624445879"
"201408","111","20.6174242424242","1.696427567123","53","6.01415094339623","0","58","34.1959064327485","3.24661137845953"
"201409","176","33.8460227272727","1.3999816545179","84","29.2355158730159","0","92","38.055615942029","2.67822577386033"
"201410","139","29.7222222222222","1.25628747100777","78","24.0175213675214","0","61","37.1383333333333","2.86268784377181"
"201411","106","19.653144654088","0.321305386834465","69","10.5792270531401","0","37","36.5747747747748","0.920496513633872"
"201412","55","21.084375","2.61067591468633","33","0.443939393939394","0","22","66.4933333333333","6.52668978671583"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
